,SOI,window_size,up_z,low_z,1000_today,inc_per_share,avg_p_change,days_per_hold,trades_per_year,earnings_per_year
162,etr_adj,288.0,2.1,2.32,1322.37305049,18.8001778,0.322373050488,180.2,1.52089814596,0.337397253067
66,bll_adj,232.0,3.28,2.34,1328.19344839,19.7161054,0.328193448395,216.9,1.1987113842,0.336538915283
308,mtb_adj,220.0,3.08,3.34,1331.22442696,34.654029,0.331224426963,237.6,1.14937520916,0.335836159102
197,gpc_adj,278.0,2.42,2.28,1305.43220636,22.9091708,0.305432206361,86.8,4.58692131283,0.33541243015
333,omc_adj,216.0,2.86,2.18,1350.22988934,21.6557325,0.35022988934,301.2,1.27822839549,0.335343992284
414,t_adj,114.0,3.24,2.8,1387.07230498,10.8007529,0.387072304978,489.0,0.590559892934,0.33511458886
147,ed_adj,30.0,2.74,2.84,1387.17127522,20.8516263,0.38717127522,467.5,0.636946296698,0.334915682945
97,cmi_adj,266.0,2.24,3.36,1344.80892585,36.5385076,0.344808925846,311.0,0.838879394161,0.334801469601
358,ppg_adj,148.0,2.24,2.48,1378.23786261,29.5466362,0.378237862614,451.7,1.14653740791,0.334680781377
267,lly_adj,264.0,2.32,2.48,1299.30882945,19.718452,0.299308829446,70.1,3.71351479571,0.33361078265
230,ilmn_adj,92.0,2.36,2.8,1716.61040711,71.6389923,0.34625367211,225.35,1.89057608011,0.3334096943
260,l_adj,282.0,3.08,3.14,1346.50696378,12.118571,0.346506963781,326.5,0.796326522954,0.333321972554
141,duk_adj,296.0,2.56,1.9,1311.76974468,19.6141095,0.311769744685,156.5,1.66423632246,0.330772691781
449,var_adj,282.0,2.88,2.86,1320.18471388,22.8739966,0.320184713881,210.4,1.23574813812,0.329381669008
346,pfe_adj,266.0,2.36,2.84,1300.33579844,8.2880418,0.300335798443,109.4,2.3767253492,0.326893753512
39,apa_adj,136.0,2.34,3.0,1326.47535182,14.8579366,0.326475351814,238.6,6.13015029712,0.323948285012
289,mdlz_adj,87.0,2.42,3.24,1343.5893633,11.10075,0.343589363294,240.1,1.6900074478,0.323851973495
227,ice_adj,36.0,3.4,2.58,1394.73764761,15.473625,0.394737647609,636.8,0.417326686944,0.317897717259
213,hig_adj,130.0,2.76,2.32,1566.48878925,16.7002775,0.32360961129,295.8,0.925746875438,0.316636192659
462,wdc_adj,28.0,2.92,2.68,1545.20129973,29.6671488,0.369997421272,466.45,0.986867283447,0.316152472648
252,kmb_adj,98.0,3.4,2.58,1503.04277825,44.3731496,0.375617948811,517.55,0.562381111669,0.314160810429
379,rl_adj,218.0,2.24,3.12,1500.07937089,45.244092,0.302195642263,196.3,1.32461214213,0.313189388639
98,cms_adj,106.0,2.86,2.16,1326.39917343,9.353028,0.326399173425,235.1,1.41205189589,0.311111130821
248,k_adj,192.0,3.06,2.2,1490.99101943,24.845159,0.330996991504,375.1,0.722139162736,0.311094778746
359,ppl_adj,246.0,2.6,2.54,1306.77196445,8.5181102,0.306771964452,243.4,1.20211122343,0.309397303792
324,nrg_adj,48.0,2.44,3.1,1488.62903323,7.4200404,0.273803035854,33.1,9.86420443482,0.308998592338
220,hrl_adj,70.0,2.8,3.3,1291.96390396,6.3388835,0.291963903957,151.3,1.78667914658,0.307807626606
11,ads_adj,282.0,2.5,2.94,1316.00160732,62.580727,0.316001607318,309.0,0.84142394822,0.307732366357
464,wfc_adj,272.0,2.98,3.2,1299.09020791,13.098641,0.29909020791,208.0,1.25,0.307550194389
455,vrsk_adj,192.0,2.52,2.7,1294.92657401,18.908,0.29492657401,181.6,2.04404712672,0.307260327112
424,tmo_adj,102.0,2.88,2.96,1395.17748803,37.245466,0.304798508076,229.65,1.31651230969,0.304920042619
189,ge_adj,136.0,2.86,2.54,1647.66161608,12.9831989,0.286818091047,155.7,1.97991805929,0.302305392016
389,see_adj,127.0,2.28,2.58,1476.11415524,15.922644,0.29893438956,241.1,1.36086366105,0.299744847061
403,sre_adj,272.0,2.54,3.1,1291.08731015,25.1417512,0.291087310153,205.4,1.26608056191,0.299595257725
5,abt_adj,218.0,2.54,2.44,1359.56965818,11.8816426,0.359569658179,513.3,0.694587413295,0.297430669168
242,jci_adj,294.0,2.48,3.04,1291.51741433,9.8985657,0.291517414333,223.6,1.17933354694,0.296903799957
285,mcd_adj,218.0,3.18,2.06,1289.78472507,24.0431589,0.289784725072,224.5,1.17224306076,0.294951322362
169,fast_adj,267.0,3.06,2.96,1276.42956674,10.0246403,0.276429566742,198.4,1.62715591721,0.286806864436
214,hog_adj,292.0,2.26,2.72,1287.23114786,13.070416,0.287231147866,267.4,0.973857590383,0.285699228204
4,abc_adj,141.0,2.16,2.86,1370.11239907,22.9253561,0.264394965783,133.15,2.62459441728,0.282403949711
91,cl_adj,40.0,3.28,2.2,1399.46170693,20.545939,0.399461706934,923.0,0.281690140845,0.282390712292
343,pdco_adj,276.0,1.98,3.14,1259.64216015,10.201112,0.259642160155,101.3,2.56714807135,0.280613563821
30,ame_adj,20.0,3.34,2.52,1412.24628713,16.5135096,0.412246287137,1000.0,0.260190999662,0.280272453854
103,coh_adj,262.0,1.98,3.1,1302.88948728,9.430236,0.302889487282,421.7,0.765624757076,0.278187923447
253,kmi_adj,64.0,3.06,3.04,1449.64996776,10.4611382,0.26567105497,167.3,1.55599949108,0.277904263212
293,mjn_adj,82.0,3.06,2.66,1565.40541138,34.550599,0.316947339545,517.833333333,0.802228017952,0.277687275234
270,lnt_adj,160.0,3.16,2.36,1256.99290144,6.7096607,0.256992901438,105.1,2.47426268547,0.277006477675
13,aee_adj,43.0,3.18,2.72,1318.71211899,10.6354108,0.283882162012,314.0,1.03107938289,0.273765979911
143,dvn_adj,91.0,2.32,3.2,1365.15171986,13.5380945,0.263446644359,179.65,1.52788785981,0.27368180572
60,bdx_adj,104.0,2.28,2.3,1479.37581557,57.8971752,0.26455433576,167.783333333,1.7610070617,0.272468448097
447,utx_adj,226.0,2.08,3.02,1372.37982206,31.062433,0.277431554662,293.15,0.924916141623,0.272269002645
67,bmy_adj,124.0,2.26,2.84,1259.2472005,14.5959586,0.259247200493,166.2,1.57011576561,0.271230339469
438,udr_adj,46.0,2.96,2.52,1410.11629917,9.4433623,0.316920746988,432.05,0.870857187826,0.270940708487
155,eqr_adj,113.0,2.44,2.38,1369.02685251,15.8063631,0.268434944985,191.5,2.84938564563,0.270914959596
140,dte_adj,60.0,3.28,2.28,1473.2697955,28.8739201,0.288288787337,396.25,0.657974770284,0.269475871649
17,afl_adj,204.0,2.78,2.96,1292.75776589,15.6328443,0.292757765896,432.8,0.617694837903,0.269168252823
386,sbux_adj,123.0,2.64,2.44,1254.92069415,9.2103532,0.254920694146,155.2,2.34291884645,0.267838308609
356,pnr_adj,256.0,2.0,3.28,1264.19302456,13.7464114,0.264193024561,245.2,1.06038300897,0.266056820969
420,tgt_adj,192.0,2.98,3.08,1257.75464107,12.9055612,0.257754641075,198.0,1.31331102449,0.26547565072
199,gps_adj,94.0,2.1,2.64,1397.2091974,7.2444258,0.251000837985,158.583333333,3.03578451223,0.265303707113
174,fe_adj,266.0,2.04,2.06,1249.78358278,6.9507032,0.249783582778,129.5,2.15453500026,0.265274360557
364,pvh_adj,141.0,2.04,3.14,1288.15853605,25.0516664,0.258969792067,214.15,1.22811764678,0.264219203226
256,kors_adj,204.0,2.36,3.3,1255.12737209,11.7180002,0.255127372088,194.4,1.33802192291,0.262988842678
159,ess_adj,258.0,1.94,3.18,1265.23305958,49.4111096,0.265233059576,286.6,0.907652592981,0.261948069472
392,sjm_adj,142.0,3.24,2.08,1507.93254575,45.652017,0.258122196657,233.4,1.14900210254,0.261110430452
439,uhs_adj,28.0,2.78,2.16,2040.78359969,63.9636736,0.271001517252,260.03,1.27523436611,0.260415247858
106,cop_adj,248.0,2.42,3.12,1266.92809978,10.9660814,0.266928099777,329.7,0.788598678609,0.258451374889
255,ko_adj,240.0,2.9,2.3,1249.67591994,8.9473984,0.249675919942,185.8,1.62292420053,0.25731468248
119,d_adj,152.0,3.24,2.62,1239.76408194,14.4714973,0.239764081939,118.5,2.26602950091,0.255670367046
102,cog_adj,128.0,2.12,2.86,1676.09743685,12.181875,0.242139678279,180.85,1.73682161891,0.249461363118
114,ctsh_adj,98.0,1.92,3.2,1513.40381017,21.195005,0.23058725655,83.35,3.11946838031,0.249150109109
107,cost_adj,117.0,3.26,2.28,1241.96267934,31.74875,0.24196267934,192.7,2.14528455117,0.248062642386
190,ggp_adj,175.0,2.4,2.3,1232.08321888,5.3879282,0.23208321888,113.9,2.87138300296,0.247200485338
203,gww_adj,260.0,2.76,3.06,1253.16740586,51.0077845,0.253167405856,342.5,0.761858646227,0.244442381149
80,cci_adj,97.0,2.76,2.86,1231.14783963,17.051474,0.231147839631,158.7,2.14371937156,0.239925728931
300,mon_adj,266.0,2.32,3.36,1243.79688073,22.0489621,0.243796880726,286.2,1.02098695454,0.239627799984
315,nee_adj,148.0,3.18,2.3,1291.33353966,23.9585967,0.232868021798,151.3,2.07790246166,0.23900768689
138,dps_adj,120.0,2.78,2.58,1236.5333112,17.5332887,0.236533311203,218.9,1.86413305156,0.238991889667
323,nov_adj,120.0,2.2,2.9,1223.16156344,6.6278475,0.223161563445,103.9,2.50251964864,0.23846691656
362,psa_adj,34.0,2.54,2.86,1516.07614791,79.6439818,0.236272245816,267.0,0.988239032935,0.235968369523
74,cah_adj,113.0,2.16,2.88,1380.62318872,23.9469705,0.232602982231,188.55,2.36170397566,0.235543231771
92,clx_adj,257.0,1.96,2.4,1215.78658283,24.1265772,0.215786582837,70.8,3.68090506721,0.233295999286
427,trv_adj,87.0,2.52,2.72,1283.77674783,25.2534677,0.265184463198,289.05,4.05245364544,0.23203676303
259,ksu_adj,124.0,2.02,3.08,1313.70980055,24.9435417,0.219999184859,127.633333333,2.08337614316,0.231979088694
475,xel_adj,55.0,2.88,2.84,1223.50946976,6.8196258,0.22350946976,192.1,1.47873099651,0.229820023469
469,wmt_adj,200.0,2.34,2.74,1236.01255403,14.1824786,0.236012554027,401.4,0.658591561819,0.222840765609
151,emn_adj,244.0,1.94,2.78,1224.16177197,14.1018152,0.224161771967,279.9,1.0270285842,0.221871038214
46,avb_adj,236.0,2.04,2.18,1264.40885935,37.0305953,0.207279817646,107.25,2.47177776751,0.219907534735
320,nke_adj,49.0,2.4,2.98,1200.23976388,10.1906857,0.200239763876,28.4,10.4689168574,0.219265518278
83,cern_adj,164.0,2.22,2.7,1250.06743847,12.8430037,0.22210448135,237.45,1.62929020578,0.217745629553
186,frt_adj,20.0,2.56,3.22,1394.4144558,43.6670269,0.213813151227,184.65,2.23417993442,0.213297137102
311,mur_adj,72.0,2.26,3.2,1303.14518103,11.4468159,0.198276654606,90.35,2.94970115902,0.211659783151
257,kr_adj,81.0,3.24,2.06,0.0,-9.8908418,0.217521606637,364.416666667,0.746816574038,0.20806615075
459,vz_adj,246.0,3.18,2.6,1196.59375477,7.992421,0.196593754773,109.0,2.38532110092,0.207934199812
366,px_adj,90.0,2.9,3.16,1217.65678947,21.8893696,0.217656789467,385.2,0.704420047733,0.207281662522
419,tgna_adj,262.0,2.76,3.08,1216.65703675,4.6609008,0.216657036743,381.6,0.681356690879,0.206974042677
18,agn_adj,44.0,2.5,2.84,1414.75550708,64.9354739,0.205971868269,175.123333333,2.14439593821,0.206215078766
247,jwn_adj,93.0,2.16,3.08,1293.76271319,12.8241164,0.196049051225,172.8,2.18752735558,0.203790139382
167,exr_adj,52.0,2.36,3.08,1264.01947007,15.1008305,0.188377385107,48.75,9.17339183398,0.203026267091
96,cmg_adj,90.0,2.44,2.74,1283.77428515,131.7839901,0.189769108059,108.533333333,2.85847213937,0.200971459093
479,xray_adj,138.0,2.64,2.72,1200.74195743,9.8341364,0.200741957433,203.3,4.98624821897,0.200736554056
413,syy_adj,94.0,2.56,2.74,1186.78037366,5.380981,0.186780373656,76.0,3.42105263158,0.199446049953
156,eqt_adj,49.0,2.06,3.14,1249.14889418,18.1701554,0.183530518338,81.6,7.06036001897,0.198679355812
113,ctl_adj,208.0,1.84,2.62,1322.4939221,7.2777747,0.184043815886,149.8,1.80063105263,0.191562527149
480,xrx_adj,17.0,2.82,2.5,1294.46206947,1.5631633,0.236313528557,714.4,0.413699517395,0.188958434774
130,disck_adj,169.0,2.18,3.16,1210.14315456,5.7355013,0.18987785992,304.85,0.869904484618,0.187120403508
226,ibm_adj,206.0,2.54,3.0,1241.09729494,33.4894356,0.203596380045,542.1,0.493744358403,0.185415428739
426,trow_adj,220.0,2.28,2.88,1237.21262602,14.9617927,0.196856877904,414.35,0.755893845466,0.185087056926
463,wec_adj,41.0,2.8,2.38,1534.87737666,20.3454943,0.181303173007,208.516666667,1.3815541501,0.184276426054
398,so_adj,53.0,3.06,2.3,1265.03673542,10.1738473,0.181710679169,322.1,0.931992946686,0.180328980429
158,esrx_adj,40.0,3.02,2.72,1213.24076209,13.14,0.213240762089,791.1,0.328657295388,0.178594324178
219,hrb_adj,105.0,2.14,2.86,1190.17453443,4.0737387,0.171813616191,155.466666667,3.43044130901,0.177918384189
240,ivz_adj,40.0,1.96,3.1,1542.66177302,12.2137122,0.172045585246,143.360952381,2.24310707549,0.177916648569
152,emr_adj,262.0,2.86,3.3,1193.33588251,10.2024025,0.193335882507,550.1,0.474897629218,0.176102625857
84,cf_adj,166.0,2.08,2.96,1281.90083762,7.7085695,0.170387347824,173.1,4.92120522096,0.176097236837
310,mu_adj,262.0,2.5,2.98,1179.55244151,3.530001,0.179552441506,377.0,0.689655172414,0.173017521885
410,swn_adj,20.0,2.28,2.94,1266.93512948,1.817,0.159010487129,26.85,9.78933378057,0.171488182621
51,ayi_adj,17.0,3.06,2.02,0.0,-74.9397759,0.167946235675,238.25,1.15470030355,0.167157921556
416,tdc_adj,92.0,1.96,3.22,1340.63309824,9.8299992,0.158569106889,119.5,2.41301469909,0.165476817236
473,wynn_adj,31.0,2.54,2.9,1432.23237217,44.4371668,0.15761820867,200.608333333,1.45484049664,0.16192105343
90,cinf_adj,82.0,2.68,2.52,1288.57843287,12.9305378,0.177304803345,158.39,2.94904301759,0.156666292659
36,an_adj,110.0,1.86,3.08,1369.42649712,15.4669984,0.146384554658,102.25,2.59289355104,0.152958732803
278,m_adj,248.0,2.06,3.24,1149.86264794,5.700696,0.149862647936,260.5,0.998084291187,0.149840482825
287,mck_adj,39.0,2.0,3.02,1215.09861667,26.3220935,0.140060631623,64.5166666667,8.97333834668,0.149721392364
207,hbi_adj,24.0,2.24,2.7,1620.8181947,10.1240271,0.141276519251,79.9433333334,4.19331491252,0.14849821308
273,luk_adj,232.0,3.04,3.34,1152.7719466,3.174827,0.152771946597,472.6,0.660427807487,0.145724052711
301,mos_adj,178.0,2.6,3.28,1266.37235621,10.1596365,0.139124570628,206.0,1.35020885938,0.141093800373
150,el_adj,56.0,2.4,3.0,1535.08631894,33.0344075,0.136501417926,162.608333333,2.14186068967,0.139766558192
185,foxa_adj,216.0,1.96,3.08,1168.35629772,4.3558009,0.139458422608,315.15,0.970867824092,0.137664291424
368,qcom_adj,268.0,2.64,2.9,1140.07102798,8.273359,0.140071027981,422.0,0.616113744076,0.134524320466
168,f_adj,96.0,1.88,3.14,1490.83545854,5.2704998,0.128891538167,103.155,2.68425590537,0.134096459349
129,disca_adj,164.0,2.1,3.16,1228.63726807,6.1128558,0.133740800444,272.241666667,1.44209762672,0.133358826983
383,rrc_adj,28.0,2.32,2.74,1241.50690902,9.9926098,0.124295082626,53.1666666667,7.95798545392,0.132216516477
281,mac_adj,48.0,2.26,3.22,1159.53357807,11.024703,0.12214260706,30.8,9.0251083642,0.129534704722
321,nlsn_adj,50.0,2.76,2.08,1449.0121153,15.3826794,0.127963934525,185.04,1.6491943658,0.128450888787
116,cvs_adj,28.0,2.06,3.08,1171.18392611,12.9939329,0.118258191485,36.05,7.79641909927,0.124473301947
192,gis_adj,56.0,2.64,3.22,1124.74830667,5.7587675,0.118537558764,148.35,1.86226832482,0.121478158828
184,fox_adj,185.0,2.24,2.6,1154.26286958,4.3660827,0.119178055077,367.85,0.785683986055,0.116271255353
337,oxy_adj,256.0,1.86,2.94,1117.35847689,7.8912332,0.117358476892,374.2,0.697136903476,0.114470028358
69,bwa_adj,84.0,2.16,2.78,1267.37270414,10.429601,0.108182610119,179.690454545,3.02879150168,0.111018822425
312,myl_adj,104.0,2.48,2.18,1243.93764855,10.3599968,0.107044193039,184.883333333,1.77555814176,0.10872280157
313,nbl_adj,56.0,2.04,2.86,1158.93914924,2.9019546,0.0993049868432,78.9,3.61102505208,0.103324514457
61,ben_adj,136.0,2.64,3.26,1135.69500211,5.1503588,0.101269064694,275.6,1.54608562691,0.101914172664
31,amg_adj,49.0,2.16,2.72,1227.8954638,33.4285294,0.0857417469519,96.0,2.97254007417,0.0882241228336
142,dva_adj,31.0,2.92,2.1,1142.06769895,8.7390002,0.0861862872941,384.825,0.954486781756,0.0834497391203
56,bbby_adj,111.0,2.56,3.2,1096.73893207,5.8526469,0.0752505309442,156.9,2.56333231049,0.0764205060822
450,vfc_adj,40.0,2.2,2.46,1365.63748209,16.600684,0.0732356032596,92.2654761905,3.09318037748,0.0749477626466
182,fls_adj,24.0,2.24,2.76,1252.07553256,12.9176781,0.071548515161,79.6425,4.1273174972,0.0733879813599
336,orly_adj,10.0,2.14,2.08,1497.54226046,70.382006,0.0545789226379,64.0635818593,7.40369310275,0.0557735233446
360,prgo_adj,20.0,2.14,3.02,1020.25569127,-3.8160762,0.0528735622451,40.1116666667,6.70274285292,0.0549984265132
436,uaa_adj,18.0,2.6,1.94,335.860704068,-6.6907495,0.052578498815,187.272619048,2.42631067189,0.0522443905377
402,srcl_adj,38.0,1.98,2.6,1252.3381668,25.4230026,0.0440107805172,78.3633333333,3.76000937396,0.0446889190511
304,mro_adj,52.0,2.46,2.84,1026.4487849,2.350698,0.0425999627347,150.55,2.04913536013,0.0428994988858
261,lb_adj,20.0,2.08,2.38,1117.88162279,5.6368974,0.0327931361931,73.4741666666,4.17093863552,0.0332154239388
399,spg_adj,13.0,1.94,2.56,854.042445075,-15.1709454,0.0222008297757,33.3830745342,13.235702297,0.0233618922107
425,trip_adj,28.0,1.86,2.66,1157.61918187,10.6930008,0.0192538933719,42.3453972794,7.16180855561,0.0194420992793
187,fti_adj,104.0,2.06,2.22,1025.81258614,0.1179994,0.0119771388238,166.04125,3.19292210638,0.0120316527058
377,rig_adj,75.0,2.22,2.32,878.586420405,-4.5825302,-0.00476170799161,123.331666667,3.25457955427,-0.004679365939
191,gild_adj,12.0,2.06,1.98,0.0,-16.8816828,-0.0146529073907,70.6264788398,5.26746129607,-0.0145582629173
428,tsco_adj,27.0,2.06,2.48,485.172464102,-22.2418194,-0.0209215191799,59.883531746,5.19075674528,-0.020506337432
284,mat_adj,63.0,2.44,2.5,391.241357592,-6.4975008,-0.0252739511822,223.780967124,4.47321489837,-0.0251679350323
250,kim_adj,17.0,1.98,1.98,116.729422662,-15.2072871,-0.0368768825964,50.2930273351,6.71012099979,-0.036188066141
